Date,City,PM2.5,PM10,SO2,NO2,CO,NO,O3,NH3,AQI
2023-03-04 10:14:35,Sylhet,65.83,78.89,2.95,8.91,707.63,0.83,118.73,19.25,4
2023-03-04 10:14:36,Bagerhat,116.77,143.14,14.54,12,947.95,0.84,173.09,22.8,5
2023-03-04 10:14:36,Chuadanga,157.76,189.32,15.74,6.08,881.2,0.46,158.79,29.13,5
2023-03-04 10:14:37,Jessore,105.86,132.02,12.88,4.8,734.33,0.37,150.2,17.73,5
2023-03-04 10:14:37,Jhenaidah,139.78,170.54,16.93,3.6,707.63,0.26,163.08,20.52,5
2023-03-04 10:14:38,Khulna,107.59,133.86,13.83,5.48,781.06,0.4,147.34,19.51,5
2023-03-04 10:14:38,Kushtia,175.13,205.57,19.55,5.44,814.44,0.39,167.37,18.75,5
2023-03-04 10:14:38,Magura,120.57,150.1,12.4,8.05,761.03,0.74,135.9,23.31,5
2023-03-04 10:14:39,Meherpur,189.76,230.93,16.21,23.31,1708.98,3.27,110.15,69.92,5
2023-03-04 10:14:39,Narail,107.08,135.46,12.52,6.51,747.68,0.5,148.77,17.99,5
2023-03-04 10:14:40,Satkhira,232.94,268.23,44.35,15.42,1562.12,1.17,173.09,17.73,5
2023-03-04 13:03:20,Dhaka,126.46,150.51,20.5,5.01,700.95,0.31,274.66,8.87,5
2023-03-04 13:03:21,Faridpur,98.82,122.2,18.36,2.04,527.38,0.15,217.44,11.02,5
2023-03-04 13:03:21,Gazipur,107.89,129.54,19.55,2.79,560.76,0.2,231.74,8.23,5
2023-03-04 13:03:21,Gopalganj,233.99,262.2,20.98,2.79,1268.39,0.19,223.16,32.42,5
2023-03-04 13:03:22,Jamalpur,218.49,246.44,37.19,3.73,1054.76,0.24,257.49,19,5
2023-03-04 13:03:22,Kishoreganj,105.03,126.36,8.82,1.24,594.14,0.1,165.94,10.39,5
2023-03-04 13:03:23,Madaripur,84.15,106.2,16.69,1.11,473.98,0.09,188.83,7.6,5
2023-03-04 13:03:23,Manikganj,109.11,132.73,18.84,1.8,647.54,0.13,203.13,10.77,5
2023-03-04 13:03:24,Munshiganj,97.06,120.72,17.41,1.76,600.82,0.13,200.27,9.88,5
2023-03-04 13:03:24,Mymensingh,114.48,136.14,11.56,1.24,627.52,0.09,191.69,10.64,5
2023-03-04 13:03:25,Narayanganj,170.22,199.28,21.7,11.82,1081.47,0.66,320.44,14.19,5
2023-03-04 13:03:25,Narsingdi,110.1,132.38,24.32,2.59,574.11,0.18,228.88,8.74,5
2023-03-04 13:03:26,Netrokona,97.86,117.04,7.99,1.13,594.14,0.1,145.91,9.88,5
2023-03-04 13:03:26,Rajbari,110.04,133.64,19.31,2.08,560.76,0.15,220.3,12.16,5
2023-03-04 13:03:27,Shariatpur,138.4,173.8,10.61,3.13,1174.93,0.16,214.58,34.45,5
2023-03-04 13:03:27,Sherpur,109.32,128.93,8.82,1.3,587.46,0.1,170.23,10.51,5
2023-03-04 13:03:28,Tangail,117.04,140.41,19.07,1.89,607.49,0.14,208.86,12.16,5
2023-03-04 13:03:28,Bogra,98.19,115.92,6.62,1.27,640.87,0.11,160.22,10.89,5
2023-03-04 13:03:29,Joypurhat,77.79,91.37,4.11,1.52,640.87,0.14,150.2,8.74,5
2023-03-04 13:03:29,Naogaon,80.04,95.1,5.6,0.92,607.49,0.09,145.91,9.75,5
2023-03-04 13:03:30,Natore,112.21,132.65,13.23,1.16,634.19,0.1,178.81,11.65,5
2023-03-04 13:03:31,Nawabganj,63.32,72.52,19.79,3.04,520.71,0.31,174.52,11.4,4
2023-03-04 13:03:31,Pabna,132.91,156.08,23.37,2.16,627.52,0.15,237.47,11.78,5
2023-03-04 13:03:31,Rajshahi,142.24,166.78,41.49,3.56,694.28,0.26,231.74,11.78,5
2023-03-04 13:03:32,Sirajgonj,128.27,150.69,19.79,1.56,627.52,0.11,214.58,12.16,5
2023-03-04 13:03:32,Dinajpur,59.89,69.35,3.22,0.74,560.76,0.07,133.04,6.59,4
2023-03-04 13:03:33,Gaibandha,82.21,96.97,4.23,0.95,634.19,0.08,140.19,9.37,5
2023-03-04 13:03:33,Kurigram,89.7,105.12,5.19,0.89,627.52,0.08,147.34,8.87,5
2023-03-04 13:03:34,Lalmonirhat,62.32,72.87,4.89,0.96,620.84,0.08,134.47,8.87,4
2023-03-04 13:03:34,Nilphamari,54.54,63.8,3.43,0.73,560.76,0.07,127.32,7.41,4
2023-03-04 13:03:35,Panchagarh,47.1,53.84,2.77,0.7,567.44,0.07,127.32,6.02,3
2023-03-04 13:03:35,Rangpur,69.87,81.72,3.55,0.99,660.9,0.08,133.04,9.75,4
2023-03-04 13:03:36,Thakurgaon,46.72,53.7,2.41,0.61,547.41,0.07,121.59,6.08,3
2023-03-04 13:03:36,Barguna,108,128.21,44.35,1.99,480.65,0.15,205.99,3.99,5
2023-03-04 13:03:37,Barisal,85.54,107.65,15.97,1.41,487.33,0.11,188.83,8.23,5
2023-03-04 13:03:37,Bhola,79.81,101.84,6.68,0.78,433.92,0.07,151.63,7.92,5
2023-03-04 13:03:38,Jhalokati,112,133.73,46.25,2.74,587.46,0.17,237.47,7.92,5
2023-03-04 13:03:39,Patuakhali,74.97,95.56,11.56,0.92,417.23,0.08,173.09,6.84,4
2023-03-04 13:03:39,Pirojpur,106.28,127.12,43.39,2.87,587.46,0.2,223.16,7.28,5
2023-03-04 13:03:40,Bandarban,65.83,84.68,4.41,1.06,420.57,0.1,133.04,5,4
2023-03-04 13:03:40,Brahmanbaria,103.75,125.24,20.03,15.77,534.06,1.44,226.02,7.47,5
2023-03-04 13:03:41,Chandpur,87,108.45,18.12,1.33,500.68,0.11,194.55,7.22,5
2023-03-04 13:03:41,Chittagong,81.41,102.73,12.76,3.94,453.95,0.31,203.13,5.89,5
2023-03-04 13:03:42,Comilla,94.53,117.04,13.59,1.44,520.71,0.11,191.69,8.87,5
2023-03-04 13:03:42,CoxBazar,69.91,89.61,8.23,0.85,403.88,0.07,160.22,4.05,4
2023-03-04 13:03:43,Feni,83.72,104.75,16.21,1.27,460.63,0.1,185.97,6.46,5
2023-03-04 13:03:43,Khagrachari,73,92.54,7.51,0.65,403.88,0.06,147.34,4.31,4
2023-03-04 13:03:44,Lakshmipur,85.34,108.14,14.9,1.16,494,0.09,178.81,7.79,5
2023-03-04 13:03:44,Noakhali,78.65,99.33,15.26,1.26,460.63,0.11,178.81,6.46,5
2023-03-04 13:03:45,Rangamati,56.11,74.49,4.89,0.44,353.81,0.04,127.32,2.79,4
2023-03-04 13:03:45,Habiganj,113.3,134.03,8.23,1.93,640.87,0.15,191.69,7.98,5
2023-03-04 13:03:46,Maulvibazar,98.07,118.58,11.33,3.43,554.09,0.28,203.13,6.65,5
2023-03-04 13:03:46,Sunamganj,72.47,86.7,7.75,0.66,480.65,0.07,133.04,5.51,4
2023-03-04 13:03:47,Sylhet,79.05,93.69,6.86,2.4,667.57,0.2,141.62,12.03,5
2023-03-04 13:03:47,Bagerhat,120.26,141.44,35.29,3.17,734.33,0.22,231.74,10.89,5
2023-03-04 13:03:48,Chuadanga,143.78,168.47,23.84,2.68,821.11,0.19,228.88,22.55,5
2023-03-04 13:03:48,Jessore,85.55,106.17,12.28,2.31,587.46,0.18,197.41,11.91,5
2023-03-04 13:03:49,Jhenaidah,97.2,119.24,15.97,1.8,607.49,0.14,197.41,13.43,5
2023-03-04 13:03:49,Khulna,115.47,137.05,21.46,2.66,767.71,0.18,226.02,12.92,5
2023-03-04 13:03:50,Kushtia,140.24,164.49,26.23,3.13,694.28,0.23,234.6,15.96,5
2023-03-04 13:03:50,Magura,98.36,121.02,18.36,2.12,527.38,0.16,214.58,11.4,5
2023-03-04 13:03:51,Meherpur,143.2,167.73,26.94,2.96,801.09,0.2,237.47,19.51,5
2023-03-04 13:03:51,Narail,86.05,106.82,17.41,2.08,560.76,0.16,200.27,10.89,5
2023-03-04 13:03:52,Satkhira,121.06,145.56,38.62,4.93,700.95,0.33,251.77,9.63,5
2023-03-04 18:43:53,Dhaka,121.29,160.6,8.46,18.34,834.47,0,76.53,30.15,5
2023-03-04 18:43:54,Faridpur,122.09,144.41,15.5,9.34,647.54,0,157.36,21.53,5
2023-03-04 18:43:54,Gazipur,115.61,143.28,10.01,10.28,667.57,0,108.72,25.33,5
2023-03-04 18:43:55,Gopalganj,125.46,145.19,12.04,9.51,881.2,0,133.04,28.63,5
2023-03-04 18:43:55,Jamalpur,108.46,126.82,20.74,11.48,754.36,0,147.34,20.27,5
2023-03-04 18:43:56,Kishoreganj,127.72,159.88,4.47,19.19,934.6,0,66.52,38,5
2023-03-04 18:43:58,Madaripur,109.24,149.31,9.89,15.25,767.71,0,92.98,56.24,5
2023-03-04 18:43:58,Manikganj,120.65,148.21,11.68,7.03,674.25,0,124.45,25.59,5
2023-03-04 18:43:59,Munshiganj,134.17,187.08,14.42,23.99,1228.33,0,108.72,35.97,5
2023-03-04 18:43:59,Mymensingh,130.37,162.05,5.13,12.17,867.84,0,72.96,40.03,5
2023-03-04 18:44:00,Narayanganj,162.38,208.14,18.36,83.63,2349.85,0.02,54.36,32.42,5
2023-03-04 18:44:00,Narsingdi,108.78,138.18,8.7,8.65,674.25,0,97.28,26.35,5
2023-03-04 18:44:01,Netrokona,119.41,141.73,3.99,15.94,774.38,0,70.81,25.59,5
2023-03-04 18:44:01,Rajbari,133.6,157.49,17.64,8.4,694.28,0,150.2,22.8,5
2023-03-04 18:44:02,Shariatpur,96.46,122.62,14.19,2.79,540.73,0,183.11,14.44,5
2023-03-04 18:44:02,Sherpur,117.3,143.44,4.89,10.28,747.68,0,84.4,46.1,5
2023-03-04 18:44:03,Tangail,111.78,136.01,9.89,10.28,680.92,0,111.58,21.79,5
2023-03-04 18:44:03,Bogra,117.52,148.98,6.26,26.05,1014.71,0,85.83,81.06,5
2023-03-04 18:44:04,Joypurhat,99.07,127.43,4.11,43.18,1041.41,0,37.91,42.56,5
2023-03-04 18:44:04,Naogaon,101.71,125.95,4.11,8.14,687.6,0,92.98,26.35,5
2023-03-04 18:44:05,Natore,123.23,152.06,5.13,11.48,747.68,0,59.37,36.48,5
2023-03-04 18:44:05,Nawabganj,33.55,40.11,12.64,6.6,427.25,0.01,128.75,13.55,3
2023-03-04 18:44:06,Pabna,126.76,155.5,8.58,13.71,774.38,0,85.83,31.92,5
2023-03-04 18:44:06,Rajshahi,153.35,185.21,11.21,31.53,961.3,0,71.53,37.49,5
2023-03-04 18:44:07,Sirajgonj,116.76,142.6,6.26,7.45,680.92,0,94.41,27.61,5
2023-03-04 18:44:07,Dinajpur,79.89,102.92,2.38,12.17,734.33,0,43.27,47.12,5
2023-03-04 18:44:08,Gaibandha,94.71,117.24,2.59,6.94,767.71,0,63.66,35.47,5
2023-03-04 18:44:08,Kurigram,100.63,119.4,3.16,6.68,801.09,0,81.54,30.91,5
2023-03-04 18:44:09,Lalmonirhat,91.48,117.4,5.42,6.6,747.68,0,90.84,39.01,5
2023-03-04 18:44:09,Nilphamari,86.59,105.63,2.47,6.17,720.98,0,66.52,30.15,5
2023-03-04 18:44:10,Panchagarh,82.81,102.74,3.28,14.74,847.82,0,52.93,39.52,5
2023-03-04 18:44:10,Rangpur,97.06,121.75,2.95,7.8,834.47,0,63.66,42.05,5
2023-03-04 18:44:11,Thakurgaon,72.28,93.43,2.44,9.68,761.03,0,41.84,36.99,4
2023-03-04 18:44:11,Barguna,93.39,114.2,5.25,4.07,520.71,0,54.36,19.25,5
2023-03-04 18:44:12,Barisal,97.26,124.85,12.76,7.28,674.25,0,90.12,43.06,5
2023-03-04 18:44:12,Bhola,92.96,112.54,14.9,4.28,540.73,0,117.3,21.03,5
2023-03-04 18:44:13,Jhalokati,107.34,135.11,5.72,14.91,841.14,0,62.94,33.44,5
2023-03-04 18:44:13,Patuakhali,102.11,125.16,12.99,6.86,667.57,0,98.71,28.88,5
2023-03-04 18:44:14,Pirojpur,84.74,110.4,5.48,25.02,787.74,0,67.23,24.57,5
2023-03-04 18:44:14,Bandarban,115.5,134.72,5.42,5.14,540.73,0,85.12,9.88,5
2023-03-04 18:44:15,Brahmanbaria,138.43,180.42,14.54,23.65,934.6,0,80.82,42.05,5
2023-03-04 18:44:15,Chandpur,105.1,132.72,16.93,9.85,734.33,0,133.04,22.55,5
2023-03-04 18:44:16,Chittagong,119.75,144.81,5.13,26.39,834.47,0,68.67,10.01,5
2023-03-04 18:44:16,Comilla,120.31,154.17,13.23,11.48,794.41,0.02,123.02,45.09,5
2023-03-04 18:44:16,CoxBazar,96.36,116.16,4.65,2.14,433.92,0,108.72,4.62,5
2023-03-04 18:44:17,Feni,96.06,124,8.82,12.68,707.63,0,79.39,28.12,5
2023-03-04 18:44:17,Khagrachari,80.42,98.34,7.03,2.83,447.27,0,83.69,8.87,5
2023-03-04 18:44:18,Lakshmipur,85.4,115.94,8.23,5.31,620.84,0,95.84,29.89,5
2023-03-04 18:44:18,Noakhali,96.62,128.46,7.63,7.97,747.68,0,60.8,44.08,5
2023-03-04 18:44:19,Rangamati,70.52,88.44,3.22,0.5,343.8,0,42.56,3.61,4
2023-03-04 18:44:19,Habiganj,115.42,139.36,4.23,4.67,627.52,0,72.24,25.08,5
2023-03-04 18:44:20,Maulvibazar,110.58,134.79,3.55,9.17,654.22,0,80.82,19.76,5
2023-03-04 18:44:20,Sunamganj,101.3,120.86,1.62,7.97,547.41,0,23.25,15.2,5
2023-03-04 18:44:21,Sylhet,113.42,135.86,2.65,16.79,827.79,0,32.54,20.77,5
2023-03-04 18:44:21,Bagerhat,88.14,112.01,6.26,40.1,1255.04,0,47.92,30.4,5
2023-03-04 18:44:22,Chuadanga,128.44,151.35,16.69,6.43,674.25,0,148.77,26.85,5
2023-03-04 18:44:22,Jessore,110.32,136.3,7.15,16.62,761.03,0,88.69,31.92,5
2023-03-04 18:44:23,Jhenaidah,144.51,170.79,21.7,9.51,707.63,0,121.59,32.93,5
2023-03-04 18:44:23,Khulna,91.42,115.99,4.95,20.56,787.74,0,68.67,28.12,5
2023-03-04 18:44:24,Kushtia,133.76,161.8,14.19,19.02,801.09,0,111.58,26.6,5
2023-03-04 18:44:25,Magura,133.83,156,19.79,10.28,674.25,0,157.36,22.8,5
2023-03-04 18:44:25,Meherpur,128.05,150.72,20.5,9.51,754.36,0,145.91,26.6,5
2023-03-04 18:44:26,Narail,106.17,132.41,6.02,19.88,787.74,0,75.82,31.92,5
2023-03-04 18:44:26,Satkhira,88.61,115.79,13.47,12.17,720.98,0,91.55,20.52,5
2023-03-04 21:13:46,Dhaka,135.62,184.02,6.74,22.62,974.66,0,47.21,44.08,5
2023-03-04 21:13:47,Faridpur,134.4,159.13,11.68,10.03,747.68,0,118.73,25.59,5
2023-03-04 21:13:48,Gazipur,128.97,166.65,5.6,16.79,867.84,0,50.78,40.03,5
2023-03-04 21:13:49,Gopalganj,139.52,167.09,11.33,16.79,1108.17,0,81.54,39.52,5
2023-03-04 21:13:50,Jamalpur,88.15,107.28,18.12,14.74,794.41,0,105.86,23.05,5
2023-03-04 21:13:50,Kishoreganj,138.23,173.95,2.77,22.62,1081.47,0,35.05,36.99,5
2023-03-04 21:13:51,Madaripur,125.7,181.36,9.78,17.82,907.9,0,71.53,73.97,5
2023-03-04 21:13:52,Manikganj,130.9,160.17,10.01,9.77,781.06,0,100.14,27.61,5
2023-03-04 21:13:52,Munshiganj,221.69,297.16,15.74,74.71,3070.83,0,35.41,51.17,5
2023-03-04 21:13:53,Mymensingh,146.64,184.93,5.66,14.57,1041.41,0,61.51,59.78,5
2023-03-04 21:13:54,Narayanganj,218.46,296.55,13.95,74.71,3124.24,19.89,0.02,48.64,5
2023-03-04 21:13:54,Narsingdi,129.78,172.32,4.05,13.02,934.6,0,45.42,35.97,5
2023-03-04 21:13:55,Netrokona,125.21,147.76,2.74,14.22,787.74,0,47.21,22.55,5
2023-03-04 21:13:56,Rajbari,135.02,161.46,10.37,8.4,774.38,0,104.43,27.11,5
2023-03-04 21:13:56,Shariatpur,115.07,154.61,10.97,5.1,680.92,0,134.47,24.83,5
2023-03-04 21:13:57,Sherpur,122.12,152.08,3.07,15.25,854.49,0,41.49,42.56,5
2023-03-04 21:13:58,Tangail,123.19,155.42,5.96,16.62,841.14,0,56.51,29.39,5
2023-03-04 21:13:58,Bogra,135.59,173.22,5.96,28.45,1228.33,0,55.08,93.22,5
2023-03-04 21:13:59,Joypurhat,112.93,150.71,4.05,54.84,1255.04,0.41,6.62,54.21,5
2023-03-04 21:13:59,Naogaon,115.83,148.56,3.13,11.82,854.49,0,50.78,35.47,5
2023-03-04 21:14:00,Natore,135.2,171.35,4.35,21.25,907.9,0,35.76,54.72,5
2023-03-04 21:14:01,Nawabganj,22.39,29.92,10.37,7.71,427.25,0,88.69,15.2,2
2023-03-04 21:14:01,Pabna,136.19,170.76,5.72,14.91,894.55,0,56.51,42.05,5
2023-03-04 21:14:02,Rajshahi,154.15,191.33,5.6,27.08,1028.06,0,32.9,42.56,5
2023-03-04 21:14:03,Sirajgonj,126.18,157.48,6.26,10.03,781.06,0,87.26,44.58,5
2023-03-04 21:14:03,Dinajpur,92.49,122.63,2.33,14.22,847.82,0,24.68,54.21,5
2023-03-04 21:14:04,Gaibandha,106.36,130.55,2.21,8.48,881.2,0,51.5,33.95,5
2023-03-04 21:14:05,Kurigram,118.15,143.82,2.74,12.68,1121.52,0,47.92,48.13,5
2023-03-04 21:14:05,Lalmonirhat,103.88,134.98,8.35,9.25,881.2,0,90.12,45.09,5
2023-03-04 21:14:06,Nilphamari,100.31,124.87,2.24,9.08,854.49,0,52.21,38.51,5
2023-03-04 21:14:07,Panchagarh,100.82,128.67,4.47,20.39,1094.82,0,43.27,54.21,5
2023-03-04 21:14:07,Rangpur,103.75,131.41,2.95,8.65,894.55,0,61.51,39.01,5
2023-03-04 21:14:08,Thakurgaon,89.57,115.61,2.21,14.22,921.25,0,26.46,40.03,5
2023-03-04 21:14:08,Barguna,96.26,120.28,3.34,4.97,507.36,0,29.33,23.31,5
2023-03-04 21:14:09,Barisal,110.66,145.92,11.21,11.14,834.47,0,62.23,65.86,5
2023-03-04 21:14:10,Bhola,108.24,135.17,5.6,7.88,694.28,0,61.51,32.93,5
2023-03-04 21:14:10,Jhalokati,112.22,146.03,4.05,25.36,1028.06,0,27.18,38,5
2023-03-04 21:14:11,Patuakhali,121.95,153.37,8.35,11.82,881.2,0,48.64,55.73,5
2023-03-04 21:14:12,Pirojpur,91.2,123.58,4.53,37.7,1028.06,0,29.33,31.67,5
2023-03-04 21:14:12,Bandarban,114.83,134.56,1.91,7.03,540.73,0,36.48,12.16,5
2023-03-04 21:14:13,Brahmanbaria,149.95,198.54,6.8,27.76,1121.52,0,35.05,45.6,5
2023-03-04 21:14:15,Chandpur,133.73,176.35,9.06,21.94,1161.58,0,59.37,34.45,5
2023-03-04 21:14:15,Chittagong,105.81,130.04,3.61,12.68,600.82,0,89.41,7.6,5
2023-03-04 21:14:16,Comilla,160.75,211.61,7.75,18.34,1214.98,0,55.79,57.76,5
2023-03-04 21:14:18,CoxBazar,99.22,118.65,4.71,1.89,440.6,0,113.01,4.94,5
2023-03-04 21:14:19,Feni,123.39,165.75,6.38,24.33,1041.41,0,32.54,40.03,5
2023-03-04 21:14:19,Khagrachari,87.07,107.18,3.7,4.93,494,0,37.55,11.02,5
2023-03-04 21:14:20,Lakshmipur,100.86,140.48,8.82,9.43,807.76,0,75.82,54.72,5
2023-03-04 21:14:21,Noakhali,117,158.48,9.89,13.37,1001.36,0,55.08,80.05,5
2023-03-04 21:14:21,Rangamati,85.47,102.96,3.13,1.09,400.54,0,38.27,6.02,5
2023-03-04 21:14:22,Habiganj,123.55,151.08,3.87,6.51,694.28,0,50.78,34.45,5
2023-03-04 21:14:22,Maulvibazar,123.53,152.94,2.74,11.65,754.36,0,51.5,25.84,5
2023-03-04 21:14:24,Sunamganj,101.53,121.48,0.91,5.66,494,0,16.99,10.26,5
2023-03-04 21:14:25,Sylhet,112.22,136.06,1.59,18.85,854.49,0.07,8.05,18.24,5
2023-03-04 21:14:25,Bagerhat,109.41,139.1,5.9,35.64,1428.6,0,27.9,34.45,5
2023-03-04 21:14:26,Chuadanga,140.65,169.96,10.49,10.45,814.44,0,89.41,34.96,5
2023-03-04 21:14:26,Jessore,142.2,171.9,9.42,16.79,894.55,0,71.53,33.95,5
2023-03-04 21:14:27,Jhenaidah,153.02,186.29,10.73,13.2,841.14,0,68.67,40.03,5
2023-03-04 21:14:28,Khulna,113.77,144.41,4.23,22.96,974.66,0,43.63,31.67,5
2023-03-04 21:14:29,Kushtia,146.76,181.67,8.11,29.47,1001.36,0,54.36,33.44,5
2023-03-04 21:14:29,Magura,140.79,166.65,13.95,11.31,761.03,0,120.16,27.36,5
2023-03-04 21:14:30,Meherpur,153.79,183.79,13.59,13.37,1001.36,0,91.55,34.96,5
2023-03-04 21:14:31,Narail,130.98,160.49,6.86,18.85,867.84,0,60.08,32.93,5
2023-03-04 21:14:32,Satkhira,107.12,144.64,10.73,17.82,988.01,0,41.13,27.87,5
2023-03-10 07:19:54,Dhaka,73.05,90.88,1.97,15.77,867.84,0.08,27.54,26.09,4
2023-03-10 07:19:54,Faridpur,75.1,86.78,3.1,11.31,774.38,0.02,49.35,26.35,5
2023-03-10 07:19:55,Gazipur,71.28,86.3,1.61,12.17,841.14,0.06,25.39,27.11,4
2023-03-10 07:19:55,Gopalganj,94.5,109.78,5.72,14.05,881.2,0,41.84,38,5
2023-03-10 07:19:56,Jamalpur,135.11,161.4,6.68,22.96,1308.44,0.07,16.45,17.73,5
2023-03-10 07:19:56,Kishoreganj,73.74,88.13,1.15,13.37,867.84,0.27,13.95,16.21,4
2023-03-10 07:19:57,Madaripur,76.05,94.39,2.24,12.68,847.82,0.03,36.48,22.04,5
2023-03-10 07:19:57,Manikganj,75.73,93.11,2.65,16.97,854.49,0.06,26.82,24.57,5
2023-03-10 07:19:58,Munshiganj,98.61,122.26,6.08,32.22,1375.2,0.15,30.04,28.12,5
2023-03-10 07:19:58,Mymensingh,78.07,93.59,1.45,13.37,867.84,0.13,19.49,19.51,5
2023-03-10 07:19:59,Narayanganj,100.5,124.38,5.9,43.53,1548.77,3.13,8.14,30.4,5
2023-03-10 07:19:59,Narsingdi,73.17,88.42,1.62,10.63,867.84,0.05,30.4,26.09,4
2023-03-10 07:20:00,Netrokona,55.1,65.01,1.3,12,607.49,0.77,6.97,33.44,4
2023-03-10 07:20:00,Rajbari,79.77,94.3,2.71,12.68,827.79,0.03,32.19,26.35,5
2023-03-10 07:20:01,Shariatpur,77.14,93.13,4.71,16.11,921.25,0.03,57.22,23.31,5
2023-03-10 07:20:01,Sherpur,73.37,86.72,1.45,10.63,781.06,0.07,22.35,17.48,4
2023-03-10 07:20:02,Tangail,81.5,96.28,3.55,17.48,781.06,0.05,33.98,26.09,5
2023-03-10 07:20:02,Bogra,111.69,128.79,1.86,16.79,961.3,0.08,26.11,26.85,5
2023-03-10 07:20:03,Joypurhat,115,129.86,4.17,16.97,1014.71,0.03,48.64,26.09,5
2023-03-10 07:20:03,Naogaon,113.78,127.87,5.48,8.91,907.9,0.01,65.09,22.55,5
2023-03-10 07:20:04,Natore,103.03,119.53,1.83,12.85,814.44,0.04,31.47,32.93,5
2023-03-10 07:20:04,Nawabganj,177.85,209.17,3.82,20.39,1388.55,2.68,0.49,47.12,5
2023-03-10 07:20:05,Pabna,93.99,114.75,2.38,26.39,907.9,0.28,11.44,40.53,5
2023-03-10 07:20:05,Rajshahi,118.27,135.35,4.35,15.94,974.66,0.03,41.13,28.88,5
2023-03-10 07:20:06,Sirajgonj,90.01,108.19,1.54,15.25,787.74,0.11,17.52,34.45,5
2023-03-10 07:20:06,Dinajpur,111.65,124.41,6.8,7.8,841.14,0.01,67.23,23.31,5
2023-03-10 07:20:07,Gaibandha,107.69,125.69,1.65,12.68,907.9,0.06,25.03,28.63,5
2023-03-10 07:20:07,Kurigram,94.12,115.24,1.42,13.54,921.25,0.09,18.95,26.35,5
2023-03-10 07:20:08,Lalmonirhat,103.73,119.82,2.83,7.63,854.49,0.01,55.08,18.49,5
2023-03-10 07:20:08,Nilphamari,110.65,124.28,4.83,7.63,867.84,0.01,62.94,26.6,5
2023-03-10 07:20:09,Panchagarh,117.02,140.82,1.77,15.59,1255.04,0.11,16.99,17.48,5
2023-03-10 07:20:09,Rangpur,104.57,120.28,2.95,9.77,867.84,0.02,49.35,27.11,5
2023-03-10 07:20:10,Thakurgaon,108.63,124.49,4.29,9.17,947.95,0.01,50.78,24.83,5
2023-03-10 07:20:10,Barguna,106.51,116.95,2.41,13.37,988.01,0.02,34.33,24.57,5
2023-03-10 07:20:11,Barisal,82.19,96.32,2,8.74,854.49,0.02,37.19,16.97,5
2023-03-10 07:20:11,Bhola,76.93,85.67,2.09,4.58,707.63,0.01,68.67,16.09,5
2023-03-10 07:20:12,Jhalokati,80.16,90.68,2.59,10.11,761.03,0.01,42.92,24.57,5
2023-03-10 07:20:12,Patuakhali,84.25,96.53,3.19,11.14,821.11,0.02,46.49,24.57,5
2023-03-10 07:20:13,Pirojpur,91.07,102.09,2.89,16.97,907.9,0.02,40.41,21.79,5
2023-03-10 07:20:13,Bandarban,78.97,84.04,0.97,1.93,460.63,0,62.23,4.69,5
2023-03-10 07:20:14,Brahmanbaria,87.07,108.71,2.03,19.88,1041.41,0.7,9.3,22.29,5
2023-03-10 07:20:14,Chandpur,77.27,94.63,1.74,12.85,854.49,0.05,31.47,25.59,5
2023-03-10 07:20:15,Chittagong,78.51,85.22,3.1,14.91,667.57,0.04,65.8,14.31,5
2023-03-10 07:20:15,Comilla,98.15,121.86,1.45,17.99,1068.12,0.39,10.01,20.01,5
2023-03-10 07:20:16,CoxBazar,75.39,80.17,1.18,2.61,473.98,0.01,65.8,7.98,5
2023-03-10 07:20:16,Feni,88.11,101.74,1.8,11.31,814.44,0.03,39.34,22.04,5
2023-03-10 07:20:17,Khagrachari,70.05,74.92,1,1.84,473.98,0,60.08,6.27,4
2023-03-10 07:20:17,Lakshmipur,84.57,99.47,2.03,11.14,921.25,0.05,35.41,26.35,5
2023-03-10 07:20:18,Noakhali,89.1,103.19,2.06,11.82,881.2,0.05,34.69,25.08,5
2023-03-10 07:20:18,Rangamati,84.57,89.75,0.19,1.78,380.52,0.01,9.48,2.44,5
2023-03-10 07:20:19,Habiganj,70.33,83.82,1.31,8.65,694.28,0.68,3.58,21.28,4
2023-03-10 07:20:19,Maulvibazar,76.01,89.64,0.98,16.28,767.71,0.54,8.85,18.24,5
2023-03-10 07:20:20,Sunamganj,41.94,45.92,0.6,3.9,433.92,0.04,36.12,8.87,3
2023-03-10 07:20:20,Sylhet,69.09,78.53,1.1,10.37,634.19,0.31,13.41,9.88,4
2023-03-10 07:20:21,Bagerhat,98.1,113.03,4.17,29.13,1108.17,0.07,24.32,27.61,5
2023-03-10 07:20:21,Chuadanga,106.17,129.75,3.19,19.71,1068.12,0.16,11.8,41.04,5
2023-03-10 07:20:22,Jessore,87.28,100.85,2.98,13.37,867.84,0.02,38.98,30.15,5
2023-03-10 07:20:22,Jhenaidah,88.85,103.84,3.76,13.71,834.47,0.02,30.4,27.11,5
2023-03-10 07:20:23,Khulna,90.56,107.19,2.18,17.31,921.25,0.05,25.03,27.36,5
2023-03-10 07:20:23,Kushtia,94.59,116.77,3.37,25.02,907.9,0.56,7.51,28.37,5
2023-03-10 07:20:24,Magura,79.34,92.2,3.55,13.2,801.09,0.02,44.7,27.61,5
2023-03-10 07:20:24,Meherpur,133.74,160.54,6.08,26.39,1468.66,0.19,11.8,52.69,5
2023-03-10 07:20:25,Narail,80.32,92.93,3.07,14.05,801.09,0.02,42.56,28.12,5
