Date,City,PM2.5,PM10,SO2,NO2,CO,NO,O3,NH3,AQI
2023-02-26 06:32:15,Sirajgonj,140.33,160.76,0.58,18.34,1014.71,0.45,6.26,12.03,5
2023-02-26 06:32:16,Dinajpur,96.62,109.64,0.72,17.48,1161.58,0.03,17.35,9.25,5
2023-02-26 06:32:16,Gaibandha,66.47,76.45,0.69,11.31,881.2,0.01,18.6,7.73,4
2023-02-26 06:32:17,Kurigram,50.35,58.25,1.82,12.51,881.2,0,36.84,6.4,4
2023-02-26 06:32:17,Lalmonirhat,61.28,71.97,1.19,14.22,921.25,0,25.03,6.65,4
2023-02-26 06:32:17,Nilphamari,95.43,108.76,0.86,20.22,1214.98,0.01,18.42,9.5,5
2023-02-26 06:32:18,Panchagarh,51.97,55.64,1.27,9.34,894.55,0,54.36,15.58,4
2023-02-26 06:32:18,Rangpur,56.14,66,0.87,12,934.6,0,25.75,8.11,4
2023-02-26 06:32:19,Thakurgaon,64.65,72.04,0.71,12,988.01,0,29.68,14.06,4
2023-02-26 06:32:19,Barguna,137.48,162.09,2.56,16.62,881.2,0.06,11,35.97,5
2023-02-26 06:32:20,Barisal,147.33,170.87,3.79,15.42,1188.28,0,36.48,21.79,5
2023-02-26 06:32:20,Bhola,116.3,137.73,0.86,8.23,787.74,0,27.54,12.03,5
2023-02-26 06:32:20,Jhalokati,135.13,157.96,2.35,12.68,881.2,0,38.98,22.55,5
2023-02-26 06:32:21,Patuakhali,128.75,153.15,1.76,11.82,894.55,0,35.76,13.43,5
2023-02-26 06:32:21,Pirojpur,145.14,171.54,1.62,14.74,947.95,0.01,23.6,19,5
2023-02-26 06:32:22,Bandarban,101.41,113.47,0.78,2.25,400.54,0,30.76,8.49,5
2023-02-26 06:32:22,Brahmanbaria,162.25,185.91,1.45,15.59,894.55,0.09,13.59,12.29,5
2023-02-26 06:32:23,Chandpur,188.18,213.97,0.83,15.25,1268.39,0.09,10.64,10.77,5
2023-02-26 06:32:23,Chittagong,117.48,132.04,2.3,20.39,654.22,0.22,15.74,18.75,5
2023-02-26 06:32:23,Comilla,163.18,185.96,0.91,16.11,1054.76,0.1,11.98,14.82,5
2023-02-26 06:32:24,CoxBazar,121.61,136.7,0.97,6,607.49,0,28.61,7.16,5
2023-02-26 06:32:24,Feni,146.14,165.96,1.07,15.25,821.11,0.13,12.88,16.72,5
2023-02-26 06:32:25,Khagrachari,108.39,119.49,0.38,2.29,423.91,0,21.82,4.88,5
2023-02-26 06:32:25,Lakshmipur,205.56,227.87,2.18,12.85,1241.68,0,30.04,10.13,5
2023-02-26 06:32:26,Noakhali,192.09,218.35,1.37,15.77,1161.58,0.03,14.13,10.77,5
2023-02-26 06:32:26,Rangamati,89.22,100.3,0.31,2.51,293.73,0,9.12,4.5,5
2023-02-26 06:32:26,Habiganj,147.07,174.27,2.44,16.45,834.47,1.54,0.72,58.77,5
2023-02-26 06:32:27,Maulvibazar,137.77,165.49,1.06,16.11,741.01,4.08,0.2,32.93,5
2023-02-26 06:32:27,Sunamganj,48.17,52.98,0.36,3.38,433.92,0.01,24.68,8.74,3
2023-02-26 06:32:28,Sylhet,57.08,65.92,0.34,6,547.41,0.95,1.68,6.97,4
2023-02-26 06:32:28,Bagerhat,142.52,167.43,1.97,15.08,947.95,0.01,26.11,20.27,5
2023-02-26 06:32:29,Chuadanga,137.37,159.82,1.18,23.31,907.9,0.22,10.1,45.09,5
2023-02-26 06:32:29,Jessore,87.28,106.41,1.1,17.99,774.38,0.07,14.31,37.49,5
2023-02-26 06:32:29,Jhenaidah,110.65,130.94,0.89,16.79,794.41,0.17,9.12,36.99,5
2023-02-26 06:32:30,Khulna,95,115.83,1.67,17.65,787.74,0.03,16.27,26.09,5
2023-02-26 06:32:30,Kushtia,132.09,151.76,1.7,25.71,894.55,0.28,10.55,20.77,5
2023-02-26 06:32:31,Magura,96.94,117.38,1.49,17.14,754.36,0.04,17.35,40.03,5
2023-02-26 06:32:31,Meherpur,157.1,177.55,2.15,17.48,1028.06,0,26.46,37.49,5
2023-02-26 06:32:32,Narail,87.75,108.34,1.43,19.54,774.38,0.09,12.34,34.45,5
2023-02-26 06:32:32,Satkhira,204.62,242.88,3.82,20.39,1228.33,0.1,7.24,55.22,5
2023-02-26 17:32:34,Dhaka,71.29,91.78,6.08,11.65,554.09,0.49,113.01,19.76,4
2023-02-26 17:32:34,Faridpur,71.49,86.78,4.83,11.14,480.65,0.45,108.72,23.56,4
2023-02-26 17:32:35,Gazipur,77.67,91.71,4.11,7.28,500.68,0.27,118.73,18.24,5
2023-02-26 17:32:35,Gopalganj,174.05,200.46,19.07,13.2,854.49,0.38,191.69,69.92,5
2023-02-26 17:32:36,Jamalpur,109.02,127.1,12.99,9.51,694.28,0.54,114.44,24.07,5
2023-02-26 17:32:36,Kishoreganj,62.51,76.67,2.44,12.34,587.46,0.55,103,26.85,4
2023-02-26 17:32:37,Madaripur,83.51,100.65,5.42,9.17,527.38,0.3,117.3,23.05,5
2023-02-26 17:32:38,Manikganj,75.57,90.35,5.78,4.37,473.98,0.15,133.04,19.51,5
2023-02-26 17:32:38,Munshiganj,84.19,112.21,7.57,12.17,647.54,0.41,134.47,19.76,5
2023-02-26 17:32:39,Mymensingh,60.32,69.65,2.62,3.64,460.63,0.15,130.18,14.44,4
2023-02-26 17:32:39,Narayanganj,114.93,145.37,13.59,84.31,2243.04,6.31,72.24,32.93,5
2023-02-26 17:32:40,Narsingdi,73.34,86.32,4.05,4.37,473.98,0.14,138.76,14.82,4
2023-02-26 17:32:40,Netrokona,67.36,77.95,1.74,13.02,607.49,0.69,103,22.29,4
2023-02-26 17:32:41,Rajbari,63.06,77.36,4.35,8.48,460.63,0.36,113.01,21.53,4
2023-02-26 17:32:42,Shariatpur,83.33,96.19,10.01,2.68,440.6,0.06,205.99,8.61,5
2023-02-26 17:32:42,Sherpur,41.56,48.74,1.7,4.71,433.92,0.27,105.86,18.49,3
2023-02-26 17:32:43,Tangail,71.41,82.92,4.05,5.57,473.98,0.2,145.91,13.3,4
2023-02-26 17:32:44,Bogra,61.33,71.68,2.15,9.94,560.76,0.64,95.84,21.53,4
2023-02-26 17:32:45,Joypurhat,57.77,65.77,3.01,6.86,520.71,0.35,125.89,12.92,4
2023-02-26 17:32:45,Naogaon,61.15,70.04,3.87,4.5,467.3,0.22,127.32,15.45,4
2023-02-26 17:32:46,Natore,73.19,86.33,2.24,6.34,520.71,0.42,87.98,23.05,4
2023-02-26 17:32:46,Nawabganj,180.61,206.37,20.03,9.17,907.9,0.44,158.79,49.14,5
2023-02-26 17:32:47,Pabna,73.97,87.11,3.93,9.6,514.03,0.35,131.61,18.49,4
2023-02-26 17:32:47,Rajshahi,100.3,116.5,13.59,14.05,607.49,0.43,158.79,17.48,5
2023-02-26 17:32:48,Sirajgonj,67.33,80.54,2.71,6.34,487.33,0.31,103,22.04,4
2023-02-26 17:32:48,Dinajpur,49.07,57.86,1.68,3.43,507.36,0.19,101.57,14.69,3
2023-02-26 17:32:49,Gaibandha,59.22,71.36,1.8,5.48,587.46,0.34,84.4,27.36,4
2023-02-26 17:32:49,Kurigram,54.29,65.24,2.09,5.66,620.84,0.3,95.84,26.09,4
2023-02-26 17:32:50,Lalmonirhat,45.38,58.13,2.15,3.77,594.14,0.22,90.12,20.52,3
2023-02-26 17:32:50,Nilphamari,42.62,53.76,1.88,4.88,567.44,0.35,80.11,28.88,3
2023-02-26 17:32:51,Panchagarh,39.74,50.43,2.68,8.65,654.22,0.68,62.23,21.03,3
2023-02-26 17:32:51,Rangpur,53.4,67,2,5.48,634.19,0.39,80.11,31.67,4
2023-02-26 17:32:52,Thakurgaon,38.27,48.45,1.86,3.81,514.03,0.27,75.1,20.27,3
2023-02-26 17:32:52,Barguna,107.79,120.88,7.15,2.25,480.65,0.07,131.61,9.63,5
2023-02-26 17:32:53,Barisal,93.94,111.36,4.65,4.84,540.73,0.16,105.86,22.29,5
2023-02-26 17:32:53,Bhola,82.42,94.95,5.25,3.51,473.98,0.11,134.47,18.49,5
2023-02-26 17:32:54,Jhalokati,90.72,103.75,8.35,4.11,467.3,0.11,163.08,10.13,5
2023-02-26 17:32:54,Patuakhali,91.41,106.53,5.25,5.06,527.38,0.18,107.29,22.8,5
2023-02-26 17:32:55,Pirojpur,101.77,115.81,9.66,6.77,507.36,0.18,153.07,8.61,5
2023-02-26 17:32:55,Bandarban,62.86,71.18,5.25,4.97,403.88,0.19,118.73,7.79,4
2023-02-26 17:32:56,Brahmanbaria,73.7,87.19,21.46,11.31,494,0.31,160.22,13.81,4
2023-02-26 17:32:57,Chandpur,82.78,97.22,13.35,5.48,487.33,0.14,181.68,14.44,5
2023-02-26 17:32:57,Chittagong,102.16,117.1,3.43,13.88,614.17,0.48,140.19,11.4,5
2023-02-26 17:32:58,Comilla,85.79,100.15,22.89,8.57,514.03,0.2,194.55,15.2,5
2023-02-26 17:32:58,CoxBazar,96.75,106.39,3.58,3.98,467.3,0.12,161.65,5.76,5
2023-02-26 17:32:59,Feni,57.53,68.42,4.71,3.47,383.85,0.12,143.05,11.53,4
2023-02-26 17:32:59,Khagrachari,46.74,54.59,4.05,1.37,317.1,0.04,130.18,4.69,3
2023-02-26 17:33:00,Lakshmipur,68.28,82.82,3.52,2.74,447.27,0.09,135.9,13.68,4
2023-02-26 17:33:00,Noakhali,62.46,75.98,3.37,3.77,460.63,0.18,92.98,16.97,4
2023-02-26 17:33:01,Rangamati,54.7,61.85,2.56,0.53,317.1,0.02,111.58,2.95,4
2023-02-26 17:33:01,Habiganj,70.13,80.89,1.94,3.26,500.68,0.19,82.97,16.97,4
2023-02-26 17:33:02,Maulvibazar,59,68.34,2.12,5.18,447.27,0.2,118.73,12.29,4
2023-02-26 17:33:02,Sunamganj,62.68,70.69,1.57,2.87,453.95,0.19,77.96,8.99,4
2023-02-26 17:33:03,Sylhet,93.76,106.14,3.93,6.68,587.46,0.31,108.72,12.41,5
2023-02-26 17:33:03,Bagerhat,107.5,121.72,6.97,12.85,640.87,0.33,144.48,11.78,5
2023-02-26 17:33:04,Chuadanga,66.52,82.94,3.82,7.71,480.65,0.4,87.98,28.88,4
2023-02-26 17:33:04,Jessore,91.13,107.86,3.93,10.45,580.79,0.4,104.43,22.04,5
2023-02-26 17:33:05,Jhenaidah,68.11,82.83,4.47,5.06,440.6,0.19,123.02,19.51,4
2023-02-26 17:33:05,Khulna,96.69,111.69,5.07,8.65,527.38,0.25,118.73,13.55,5
2023-02-26 17:33:06,Kushtia,72.19,87.22,4.77,6.94,480.65,0.3,104.43,21.28,4
2023-02-26 17:33:06,Magura,74.05,89.96,4.59,13.02,494,0.53,111.58,25.84,4
2023-02-26 17:33:07,Meherpur,78.61,96.6,6.68,12.51,627.52,0.57,101.57,26.09,5
2023-02-26 17:33:07,Narail,86.87,103.7,3.87,15.08,600.82,0.64,98.71,23.81,5
2023-02-26 17:33:08,Satkhira,170.81,194.9,26.46,10.03,720.98,0.2,124.45,14.19,5
2023-02-26 22:34:05,Dhaka,112.33,152.77,4.11,25.36,988.01,0,37.19,46.1,5
2023-02-26 22:34:06,Faridpur,107.73,145.18,4.65,34.62,961.3,0.01,18.6,64.34,5
2023-02-26 22:34:07,Gazipur,88.89,109.77,2.56,13.54,700.95,0,60.8,29.13,5
2023-02-26 22:34:07,Gopalganj,242.97,316,20.98,40.78,1735.69,0,53.64,143.89,5
2023-02-26 22:34:08,Jamalpur,197.08,237.68,17.88,32.56,1508.71,0,57.94,50.16,5
2023-02-26 22:34:08,Kishoreganj,100.09,124.49,2.15,42.84,1214.98,0,31.11,36.99,5
2023-02-26 22:34:08,Madaripur,113.56,153.96,5.42,26.39,947.95,0,36.84,79.04,5
2023-02-26 22:34:09,Manikganj,100.64,133.16,3.99,17.14,854.49,0,54.36,42.56,5
2023-02-26 22:34:10,Munshiganj,290.97,385.76,31.95,152.17,4753.11,2.18,4.65,145.91,5
2023-02-26 22:34:10,Mymensingh,82.72,104.54,2.62,15.94,867.84,0,50.07,36.48,5
2023-02-26 22:34:11,Narayanganj,216.2,295.78,21.22,79.51,3524.78,30.4,0,98.29,5
2023-02-26 22:34:11,Narsingdi,92.21,115.68,2.71,11.48,727.65,0,67.23,30.65,5
2023-02-26 22:34:12,Netrokona,74.31,86.97,1.45,16.97,714.3,0,34.69,31.41,4
2023-02-26 22:34:12,Rajbari,93.47,129.91,3.76,23.31,881.2,0,24.68,41.54,5
2023-02-26 22:34:13,Shariatpur,102.02,138.01,6.2,13.2,687.6,0,117.3,37.49,5
2023-02-26 22:34:13,Sherpur,67.22,81.99,2.62,11.14,694.28,0,45.78,32.42,4
2023-02-26 22:34:14,Tangail,84.74,107.13,4.41,18.34,754.36,0,56.51,28.63,5
2023-02-26 22:34:14,Bogra,75.03,90.65,3.43,16.11,761.03,0,63.66,31.16,5
2023-02-26 22:34:15,Joypurhat,90.51,107.28,5.07,21.25,961.3,0,61.51,31.67,5
2023-02-26 22:34:15,Naogaon,84.92,103.51,3.93,10.63,741.01,0,75.1,30.15,5
2023-02-26 22:34:16,Natore,101.44,120.82,2,23.65,934.6,0,42.2,33.95,5
2023-02-26 22:34:16,Nawabganj,209.95,250.6,13.11,29.13,1522.06,0,43.63,82.08,5
2023-02-26 22:34:17,Pabna,100.86,133.91,2.86,23.65,921.25,0.01,22.89,46.61,5
2023-02-26 22:34:17,Rajshahi,113.85,134.19,7.87,14.57,801.09,0,81.54,30.91,5
2023-02-26 22:34:18,Sirajgonj,93.23,121.68,2.5,18.51,827.79,0,35.05,53.7,5
2023-02-26 22:34:18,Dinajpur,64.83,81.22,2.44,8.23,707.63,0,62.23,27.87,4
2023-02-26 22:34:19,Gaibandha,95.15,124.57,2.3,23.65,1068.12,0.02,15.56,57.76,5
2023-02-26 22:34:19,Kurigram,88.36,113.67,3.67,19.02,1148.22,0,43.63,82.08,5
2023-02-26 22:34:20,Lalmonirhat,67.99,95.3,2.33,11.82,881.2,0,42.92,40.53,4
2023-02-26 22:34:20,Nilphamari,62.91,82.39,1.74,10.71,747.68,0,38.62,36.48,4
2023-02-26 22:34:21,Panchagarh,87.82,125.88,6.56,31.53,1308.44,0.07,13.05,59.78,5
2023-02-26 22:34:21,Rangpur,91.45,127.58,5.42,23.31,1174.93,0,34.33,123.62,5
2023-02-26 22:34:22,Thakurgaon,70.9,96.6,3.19,17.31,1001.36,0,27.9,36.48,4
2023-02-26 22:34:23,Barguna,121.3,137.34,1.71,3.81,487.33,0,39.34,15.96,5
2023-02-26 22:34:23,Barisal,129.13,153.77,4.95,12.51,787.74,0,63.66,30.4,5
2023-02-26 22:34:24,Bhola,132.39,150.9,4.89,7.11,687.6,0,85.12,28.37,5
2023-02-26 22:34:24,Jhalokati,158.13,181.05,6.97,15.08,807.76,0,75.1,26.85,5
2023-02-26 22:34:25,Patuakhali,124.33,147.43,4.17,11.48,741.01,0,47.21,39.52,5
2023-02-26 22:34:25,Pirojpur,167.39,194.5,5.25,16.97,794.41,0,45.42,24.83,5
2023-02-26 22:34:26,Bandarban,102.91,118.49,2.68,7.11,554.09,0,55.79,13.81,5
2023-02-26 22:34:26,Brahmanbaria,112.83,151.75,4.11,33.24,1174.93,0.02,20.92,36.99,5
2023-02-26 22:34:27,Chandpur,111.1,146.46,9.3,23.31,1054.76,0,58.65,50.66,5
2023-02-26 22:34:27,Chittagong,78.52,95.91,3.99,19.36,674.25,0,65.8,20.52,5
2023-02-26 22:34:28,Comilla,112.98,144.88,10.49,22.96,1094.82,0,66.52,39.52,5
2023-02-26 22:34:28,CoxBazar,127.54,138.41,1.15,5.23,567.44,0,94.41,7.35,5
2023-02-26 22:34:29,Feni,102.16,128.64,11.21,21.42,854.49,0,78.68,34.96,5
2023-02-26 22:34:30,Khagrachari,81.38,92.04,14.31,3.09,453.95,0,150.2,8.36,5
2023-02-26 22:34:30,Lakshmipur,114.71,152,5.48,14.05,961.3,0,51.5,48.13,5
2023-02-26 22:34:31,Noakhali,111.7,143.98,6.26,12,921.25,0,50.07,40.03,5
2023-02-26 22:34:31,Rangamati,53.32,60.77,2.21,1.29,320.44,0,69.38,5.38,4
2023-02-26 22:34:32,Habiganj,66.2,83.54,1.37,8.14,580.79,0,37.91,26.6,4
2023-02-26 22:34:32,Maulvibazar,74.1,92.46,1.74,13.71,647.54,0,37.55,23.56,4
2023-02-26 22:34:33,Sunamganj,56.29,65.43,0.81,5.01,400.54,0,39.34,12.92,4
2023-02-26 22:34:34,Sylhet,92.94,109.94,1.8,19.02,761.03,0.62,5.05,27.61,5
2023-02-26 22:34:34,Bagerhat,201.74,232.77,9.3,23.65,1094.82,0,77.25,30.15,5
2023-02-26 22:34:35,Chuadanga,121.74,168.91,8.46,36.33,1174.93,0,27.18,129.7,5
2023-02-26 22:34:35,Jessore,171.81,213.03,5.48,21.94,1108.17,0,31.47,57.76,5
2023-02-26 22:34:36,Jhenaidah,118.49,159.2,6.08,22.28,974.66,0,35.05,57.76,5
2023-02-26 22:34:37,Khulna,217.34,247.9,8.82,19.19,1028.06,0,77.96,28.37,5
2023-02-26 22:34:37,Kushtia,117.85,161.34,6.2,46.61,1081.47,0.18,10.82,56.74,5
2023-02-26 22:34:38,Magura,106.32,146.84,5.13,37.01,934.6,0.04,15.74,67.89,5
2023-02-26 22:34:38,Meherpur,146.84,194.81,12.04,33.24,1415.25,0,27.54,62.82,5
2023-02-26 22:34:39,Narail,165.32,201.5,3.67,33.59,1134.87,0,25.39,45.09,5
2023-02-26 22:34:39,Satkhira,141.22,166.37,4.11,4.76,674.25,0,79.39,11.65,5
2023-02-27 07:19:55,Dhaka,145.91,193.46,2.21,30.5,1415.25,10.39,0.18,29.39,5
2023-02-27 07:19:56,Faridpur,149.54,192.34,6.56,42.16,1348.5,4.53,0.5,166.18,5
2023-02-27 07:19:56,Gazipur,130.42,159.32,1.19,21.08,1161.58,3.05,0.88,30.91,5
2023-02-27 07:19:56,Gopalganj,280.75,332.4,7.51,26.73,2002.72,8.72,0.05,105.38,5
2023-02-27 07:19:57,Jamalpur,235.22,272.39,21.94,40.1,1735.69,0.04,17.88,110.45,5
2023-02-27 07:19:57,Kishoreganj,129.75,165.32,1.22,15.59,1188.28,3.52,0.44,25.84,5
2023-02-27 07:19:58,Madaripur,182.01,218.09,5.07,32.56,1321.79,0.39,7.96,112.47,5
2023-02-27 07:19:58,Manikganj,140.86,181.11,2.56,25.36,1228.33,1.76,1.48,67.89,5
2023-02-27 07:19:59,Munshiganj,254.45,312.06,12.88,65.8,2910.61,4.41,1.2,54.72,5
2023-02-27 07:19:59,Mymensingh,113.36,139.56,1.61,21.25,1174.93,1.26,2.91,38.51,5
2023-02-27 07:19:59,Narayanganj,274.24,330.41,11.33,54.15,3578.19,39.34,0.06,38,5
2023-02-27 07:20:00,Narsingdi,129.56,162.15,1.25,20.39,1148.22,0.83,3.44,20.01,5
2023-02-27 07:20:00,Netrokona,59.77,68.12,0.75,7.63,500.68,0.02,33.98,12.67,4
2023-02-27 07:20:01,Rajbari,135.87,169.52,3.37,26.05,1201.63,2.79,0.95,88.16,5
2023-02-27 07:20:01,Shariatpur,180.1,213.47,4.59,26.05,1562.12,0.02,34.33,38.51,5
2023-02-27 07:20:01,Sherpur,90.56,107.56,1.65,21.94,921.25,0.45,7.69,41.54,5
2023-02-27 07:20:02,Tangail,126.12,157.62,3.07,26.39,1188.28,9.84,0.14,26.09,5
2023-02-27 07:20:02,Bogra,141.29,168,2.03,25.02,1401.9,7.6,0.17,51.17,5
2023-02-27 07:20:03,Joypurhat,164.22,192.8,2.12,20.05,1735.69,12.74,0.05,24.57,5
2023-02-27 07:20:03,Naogaon,179.59,207.34,1.55,21.08,1441.96,1.33,2.57,31.41,5
2023-02-27 07:20:04,Natore,115.79,142.44,3.07,29.82,1134.87,4.97,0.65,109.43,5
2023-02-27 07:20:04,Nawabganj,310.38,359.41,14.66,39.41,2162.93,10.28,0.02,180.36,5
2023-02-27 07:20:04,Pabna,128.34,152.62,4.59,39.76,1214.98,2.63,2.5,105.38,5
2023-02-27 07:20:05,Rajshahi,123.84,152.58,4.35,30.16,1121.52,1.29,4.65,80.05,5
2023-02-27 07:20:05,Sirajgonj,121.26,144.57,1.94,26.39,1148.22,1.96,2.46,44.08,5
2023-02-27 07:20:06,Dinajpur,98.9,122.47,1.09,17.99,1174.93,3.58,0.62,40.53,5
2023-02-27 07:20:06,Gaibandha,123.18,153.6,1.34,17.48,1281.74,7.6,0.09,30.4,5
2023-02-27 07:20:07,Kurigram,137.81,169.1,6.38,43.53,1602.17,1.15,2.62,188.47,5
2023-02-27 07:20:07,Lalmonirhat,178.71,222.26,2.98,27.42,1976.01,5.59,0.11,38,5
2023-02-27 07:20:07,Nilphamari,95.15,118.68,3.31,28.1,1321.79,0.28,8.14,106.39,5
2023-02-27 07:20:08,Panchagarh,115.62,140.12,3.04,38.39,1789.09,3.55,0.84,53.2,5
2023-02-27 07:20:08,Rangpur,110.08,147.51,3.64,21.59,1335.14,5.81,0.11,121.59,5
2023-02-27 07:20:09,Thakurgaon,100.1,126.33,3.28,30.5,1361.85,0.28,6.62,88.16,5
2023-02-27 07:20:09,Barguna,115.3,132.59,1.24,3.73,453.95,0.01,32.9,7.03,5
2023-02-27 07:20:09,Barisal,195.71,227.23,2.35,14.22,974.66,0.19,9.48,13.17,5
2023-02-27 07:20:10,Bhola,152.75,172.6,1.04,12.68,881.2,0.03,18.77,12.92,5
2023-02-27 07:20:10,Jhalokati,155.69,180.03,2.33,12.51,700.95,0.05,18.42,10.26,5
2023-02-27 07:20:11,Patuakhali,155.6,184.21,1.49,15.42,867.84,0.98,2.17,21.28,5
2023-02-27 07:20:11,Pirojpur,146.49,171.51,1.71,15.25,694.28,0.46,7.96,7.54,5
2023-02-27 07:20:12,Bandarban,63.56,73.84,1.28,3.98,323.77,0.03,24.32,10.01,4
2023-02-27 07:20:12,Brahmanbaria,126.29,150.43,2.21,30.5,1148.22,0.7,6.88,23.81,5
2023-02-27 07:20:12,Chandpur,162.71,191.54,2.62,24.68,1401.9,0.42,6.88,44.08,5
2023-02-27 07:20:13,Chittagong,94.28,113.37,6.91,23.31,1148.22,24.81,0.1,49.65,5
2023-02-27 07:20:13,Comilla,147.32,171.64,2.8,20.74,1108.17,0.19,12.88,33.95,5
2023-02-27 07:20:14,CoxBazar,104.16,118.29,1.33,10.2,547.41,0.46,8.58,18.75,5
2023-02-27 07:20:14,Feni,134.42,162.74,6.5,29.13,1028.06,0.07,24.68,79.04,5
2023-02-27 07:20:15,Khagrachari,72.29,80.96,1.37,2.49,327.11,0.01,28.97,8.87,4
2023-02-27 07:20:15,Lakshmipur,152.1,185.68,2.38,18.34,1214.98,0.45,5.19,43.57,5
2023-02-27 07:20:15,Noakhali,152.7,181.36,4.95,19.54,1174.93,0.06,18.42,43.57,5
2023-02-27 07:20:16,Rangamati,57.99,66.39,0.6,2.12,253.68,0.01,18.06,2.44,4
2023-02-27 07:20:16,Habiganj,107.54,124.12,1.43,15.59,867.84,0.57,3.76,12.41,5
2023-02-27 07:20:17,Maulvibazar,100.15,121.41,0.93,16.79,754.36,2.52,1.35,15.83,5
2023-02-27 07:20:17,Sunamganj,47.24,53.93,0.51,5.14,370.5,0.01,37.91,12.16,3
2023-02-27 07:20:18,Sylhet,66.67,78.16,1.21,9.17,534.06,0.08,21.99,8.11,4
2023-02-27 07:20:18,Bagerhat,169.09,198.9,2.77,20.74,1081.47,0.53,10.64,9.88,5
2023-02-27 07:20:18,Chuadanga,156.24,190.16,2.59,26.73,1335.14,7.94,0.14,78.02,5
2023-02-27 07:20:19,Jessore,367.06,433.27,3.43,34.62,2590.18,1.87,1.54,14.82,5
2023-02-27 07:20:19,Jhenaidah,152.4,193.46,1.88,19.36,1281.74,10.62,0.05,50.66,5
2023-02-27 07:20:20,Khulna,230.46,272.15,2.86,19.54,1535.42,0.69,4.78,13.55,5
2023-02-27 07:20:20,Kushtia,134.58,165.63,2.65,20.05,1174.93,18.77,0.03,30.4,5
2023-02-27 07:20:20,Magura,153.19,200.52,7.15,36.67,1375.2,13.08,0.08,170.23,5
2023-02-27 07:20:21,Meherpur,190.51,220.72,3.04,25.36,1695.63,3.69,0.66,46.1,5
2023-02-27 07:20:21,Narail,322.09,377.9,2.5,25.36,2082.82,2.96,0.7,18.49,5
2023-02-27 07:20:22,Satkhira,123.77,148.06,4.05,10.8,847.82,0.01,35.76,8.49,5
2023-02-27 21:56:53,Dhaka,141.32,192.76,5.9,25.71,1108.17,0,50.78,34.96,5
2023-02-27 21:56:54,Faridpur,119.3,148.1,11.56,21.25,834.47,0,67.23,35.97,5
2023-02-27 21:56:54,Gazipur,103.72,125.04,4.83,11.48,727.65,0,81.54,27.61,5
2023-02-27 21:56:55,Gopalganj,188.61,226.59,15.74,22.28,1281.74,0,78.68,43.57,5
2023-02-27 21:56:55,Jamalpur,182.15,233.65,20.5,34.96,1588.82,0,50.07,40.53,5
2023-02-27 21:56:56,Kishoreganj,141.42,183.41,2.18,29.82,1361.85,0.12,10.19,29.13,5
2023-02-27 21:56:56,Madaripur,168.77,196.71,7.75,14.91,947.95,0,87.98,27.36,5
2023-02-27 21:56:57,Manikganj,104.14,132.08,5.6,14.57,821.11,0,78.68,32.93,5
2023-02-27 21:56:57,Munshiganj,182.62,264.31,8.58,21.42,1335.14,0,67.23,45.09,5
2023-02-27 21:56:58,Mymensingh,112.2,144.39,3.28,17.65,1068.12,0,45.06,40.53,5
2023-02-27 21:56:59,Narayanganj,405.65,532.8,20.5,67.17,6034.85,94.77,0,63.84,5
2023-02-27 21:56:59,Narsingdi,119.53,149.39,5.72,11.65,827.79,0,75.1,32.17,5
2023-02-27 21:57:00,Netrokona,109.94,132.61,3.37,28.1,988.01,0.21,7.42,66.88,5
2023-02-27 21:57:00,Rajbari,135.78,170.73,9.78,20.22,1028.06,0,50.78,39.01,5
2023-02-27 21:57:01,Shariatpur,148.47,170.98,11.68,8.05,767.71,0,145.91,17.99,5
2023-02-27 21:57:01,Sherpur,95.43,123.99,4.11,18.85,907.9,0,36.84,50.66,5
2023-02-27 21:57:02,Tangail,89.02,112.41,6.68,16.79,761.03,0,75.82,26.85,5
2023-02-27 21:57:02,Bogra,98.09,118.53,4.77,19.54,907.9,0,61.51,32.93,5
2023-02-27 21:57:03,Joypurhat,120.33,140.62,11.68,21.76,1028.06,0,85.83,31.16,5
2023-02-27 21:57:03,Naogaon,118.02,140.81,13.95,11.31,787.74,0,104.43,29.13,5
2023-02-27 21:57:04,Natore,112.36,132.59,5.19,19.88,934.6,0,64.37,31.92,5
2023-02-27 21:57:05,Nawabganj,154.97,195.81,9.18,22.62,1281.74,0,37.55,42.05,5
2023-02-27 21:57:05,Pabna,123.88,161.96,7.03,25.71,1014.71,0,44.7,49.65,5
2023-02-27 21:57:06,Rajshahi,126.13,151.59,12.4,24.33,881.2,0,80.82,29.39,5
2023-02-27 21:57:06,Sirajgonj,106.49,138,5.6,17.99,841.14,0,59.37,44.58,5
2023-02-27 21:57:07,Dinajpur,142.63,185.69,3.82,17.14,1081.47,0,35.76,62.32,5
2023-02-27 21:57:07,Gaibandha,118.02,154.56,3.34,21.76,1134.87,0,29.68,61.81,5
2023-02-27 21:57:08,Kurigram,117.92,157.67,4.17,20.05,1268.39,0,39.7,67.89,5
2023-02-27 21:57:09,Lalmonirhat,116.05,161.56,4.95,27.76,1401.9,0,25.03,32.93,5
2023-02-27 21:57:09,Nilphamari,98.52,130.93,2.83,17.48,1041.41,0,37.91,50.16,5
2023-02-27 21:57:10,Panchagarh,116.46,158.59,5.07,26.73,1321.79,0.02,19.85,40.03,5
2023-02-27 21:57:10,Rangpur,84.83,109.06,2.21,9.51,894.55,0,52.93,33.95,5
